"race_id","date","venue","race_no","config","surface","distance","going","horse_ratings","prize","race_class","sec_time1","sec_time2","sec_time3","sec_time4","sec_time5","sec_time6","sec_time7","time1","time2","time3","time4","time5","time6","time7","place_combination1","place_combination2","place_combination3","place_combination4","place_dividend1","place_dividend2","place_dividend3","place_dividend4","win_combination1","win_dividend1","win_combination2","win_dividend2"
970,"1998-09-02","HV",8,"C",0,1800,"GOOD","80-60",850000,3,13.56,22.36,24.8,24.91,24.14,NA,NA,13.56,35.92,60.72,85.63,109.77,NA,NA,12,3,1,NA,66,50,20.5,NA,12,177,NA,NA
971,"1998-09-05","ST",1,"C+3",0,1200,"GOOD","60-40",625000,4,23.97,23.23,23.77,NA,NA,NA,NA,23.97,47.2,70.97,NA,NA,NA,NA,8,2,1,NA,66,13,24.5,NA,8,238.5,NA,NA
972,"1998-09-05","ST",2,"C+3",0,1800,"GOOD","40-10",485000,5,14.14,21.74,24.39,25.03,24.54,NA,NA,14.14,35.88,60.27,85.3,109.84,NA,NA,1,3,5,NA,15.5,33.5,82.5,NA,1,35,NA,NA
973,"1998-09-05","ST",3,"C+3",0,1000,"GOOD","60-40",625000,4,13.42,21.22,23.38,NA,NA,NA,NA,13.42,34.64,58.02,NA,NA,NA,NA,11,4,9,NA,50.5,44,44,NA,11,164,NA,NA
974,"1998-09-05","ST",4,"C+3",0,1400,"GOOD","40-0",485000,5,13.8,23.22,24.19,23.26,NA,NA,NA,13.8,37.02,61.21,84.47,NA,NA,NA,11,7,12,NA,19.5,103,232.5,NA,11,47.5,NA,NA
975,"1998-09-05","ST",5,"C+3",0,1400,"GOOD","60-40",625000,4,13.62,21.8,24.3,23.7,NA,NA,NA,13.62,35.42,59.72,83.42,NA,NA,NA,12,2,1,NA,100.5,54,15,NA,12,513,NA,NA
976,"1998-09-05","ST",6,"C+3",0,1600,"GOOD","60-40",625000,4,24.25,23.91,24.2,23.79,NA,NA,NA,24.25,48.16,72.36,96.15,NA,NA,NA,1,2,6,NA,34,68.5,26,NA,1,77.5,NA,NA
977,"1998-09-05","ST",7,"C+3",0,1000,"GOOD","85-60",850000,3,13.23,21.16,22.58,NA,NA,NA,NA,13.23,34.39,56.97,NA,NA,NA,NA,14,4,10,NA,28.5,47.5,14,NA,14,80.5,NA,NA
978,"1998-09-05","ST",8,"C+3",0,1400,"GOOD","80-60",850000,3,13.56,21.47,23.52,24.33,NA,NA,NA,13.56,35.03,58.55,82.88,NA,NA,NA,14,2,5,NA,13,38,64,NA,14,27.5,NA,NA
979,"1998-09-05","ST",9,"C+3",0,1400,"GOOD","100-80",1150000,2,13.78,22.28,23.92,22.95,NA,NA,NA,13.78,36.06,59.98,82.93,NA,NA,NA,12,1,9,NA,17,31,42.5,NA,12,43,NA,NA
980,"1998-09-05","ST",10,"C+3",0,1600,"GOOD","80-60",850000,3,24.95,23.44,24.72,23.31,NA,NA,NA,24.95,48.39,73.11,96.42,NA,NA,NA,2,5,1,NA,12,25,47.5,NA,2,17,NA,NA
981,"1998-09-09","HV",1,"C+3",0,1200,"GOOD TO FIRM","60-40",625000,4,23.78,22.66,23.4,NA,NA,NA,NA,23.78,46.44,69.84,NA,NA,NA,NA,11,3,7,NA,14,38.5,31.5,NA,11,30,NA,NA
982,"1998-09-09","HV",2,"C+3",0,1650,"GOOD TO FIRM","40-0",485000,5,28.56,24.19,24.97,23.69,NA,NA,NA,28.56,52.75,77.72,101.41,NA,NA,NA,4,8,7,NA,26,27.5,22.5,NA,4,126.5,NA,NA
983,"1998-09-09","HV",3,"C+3",0,1000,"GOOD TO FIRM","80-60",850000,3,12.99,21.48,22.84,NA,NA,NA,NA,12.99,34.47,57.31,NA,NA,NA,NA,1,2,11,NA,17.5,24.5,20,NA,1,47,NA,NA
984,"1998-09-09","HV",4,"C+3",0,1200,"GOOD TO FIRM","60-40",625000,4,23.59,23.27,23.34,NA,NA,NA,NA,23.59,46.86,70.2,NA,NA,NA,NA,8,5,4,NA,22,15,43.5,NA,8,54,NA,NA
985,"1998-09-09","HV",5,"C+3",0,1800,"GOOD TO FIRM","60-40",625000,4,13.94,23.81,24.41,23.88,24.45,NA,NA,13.94,37.75,62.16,86.04,110.49,NA,NA,10,8,9,NA,46,37.5,31,NA,10,151.5,NA,NA
986,"1998-09-09","HV",6,"C+3",0,1200,"GOOD TO FIRM","85-60",850000,3,23.92,22.86,23.16,NA,NA,NA,NA,23.92,46.78,69.94,NA,NA,NA,NA,3,9,4,NA,58.5,17.5,25.5,NA,3,175.5,NA,NA
987,"1998-09-09","HV",7,"C+3",0,1200,"GOOD TO FIRM","105-80",1400000,1,23.69,22.59,23.23,NA,NA,NA,NA,23.69,46.28,69.51,NA,NA,NA,NA,10,11,7,NA,20,48.5,23.5,NA,10,48,NA,NA
988,"1998-09-09","HV",8,"C+3",0,1650,"GOOD TO FIRM","85-60",850000,3,28.12,24.77,24.95,22.96,NA,NA,NA,28.12,52.89,77.84,100.8,NA,NA,NA,7,8,3,NA,50,41,20,NA,7,201.5,NA,NA
989,"1998-09-13","ST",1,"A+3",0,1000,"GOOD","40-0",485000,5,13.42,21.38,23.06,NA,NA,NA,NA,13.42,34.8,57.86,NA,NA,NA,NA,10,11,5,NA,89,76,14,NA,10,334.5,NA,NA
990,"1998-09-13","ST",2,"A",1,1200,"FAST","60-40",625000,4,23.47,22.5,23.16,NA,NA,NA,NA,23.47,45.97,69.13,NA,NA,NA,NA,8,2,9,NA,199,24.5,26,NA,8,530.5,NA,NA
991,"1998-09-13","ST",3,"A+3",0,1200,"GOOD","60-40",625000,4,24.23,23.25,23.29,NA,NA,NA,NA,24.23,47.48,70.77,NA,NA,NA,NA,8,14,1,NA,124,20,33.5,NA,8,413,NA,NA
992,"1998-09-13","ST",4,"A",1,1200,"FAST","80-60",850000,3,23.38,22.02,24.18,NA,NA,NA,NA,23.38,45.4,69.58,NA,NA,NA,NA,3,8,5,NA,24,14.5,12.5,NA,3,107,NA,NA
993,"1998-09-13","ST",5,"A+3",0,2000,"GOOD","60-40",625000,4,26.66,25.55,25.52,24.19,24.04,NA,NA,26.66,52.21,77.73,101.92,125.96,NA,NA,2,8,6,NA,15,41,19,NA,2,27.5,NA,NA
994,"1998-09-13","ST",6,"A+3",0,1600,"GOOD","60-40",625000,4,24.25,22.98,24.53,24.66,NA,NA,NA,24.25,47.23,71.76,96.42,NA,NA,NA,11,14,13,NA,41.5,25.5,36.5,NA,11,138,NA,NA
995,"1998-09-13","ST",7,"A",1,1200,"FAST","80-60",850000,3,23.3,22.06,24.06,NA,NA,NA,NA,23.3,45.36,69.42,NA,NA,NA,NA,4,12,8,NA,21.5,19,34.5,NA,4,65,NA,NA
996,"1998-09-13","ST",8,"A+3",0,1800,"GOOD TO YIELDING","80-60",850000,3,14.16,22.53,23.84,23.95,25.15,NA,NA,14.16,36.69,60.53,84.48,109.63,NA,NA,12,1,6,NA,47,65,19.5,NA,12,177,NA,NA
997,"1998-09-13","ST",9,"A+3",0,2000,"GOOD TO YIELDING","105-80",1400000,1,25.94,24.62,25.2,25.08,23.78,NA,NA,25.94,50.56,75.76,100.84,124.62,NA,NA,14,2,6,NA,29,25,13,NA,14,95,NA,NA
998,"1998-09-13","ST",10,"A+3",0,1400,"GOOD TO YIELDING","80-60",850000,3,13.88,22.3,24.05,23.72,NA,NA,NA,13.88,36.18,60.23,83.95,NA,NA,NA,13,7,8,NA,13,17,35.5,NA,13,24.5,NA,NA
999,"1998-09-18","ST",1,"B+2",0,1200,"GOOD","60-40",625000,4,23.77,22.69,23.66,NA,NA,NA,NA,23.77,46.46,70.12,NA,NA,NA,NA,5,7,3,NA,12,47.5,26,NA,5,20.5,NA,NA
